Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Year,Month,Day_of_Week,Day_Name,Is_Weekend,Quarter,Day_of_Month,Traffic Volume_Lag1,Traffic Volume_Lag7,Traffic Volume_Rolling7,Congestion Level_Lag1,Congestion Level_Lag7,Congestion Level_Rolling7,Average Speed_Lag1,Average Speed_Lag7,Average Speed_Rolling7,Speed_Volume_Ratio,Congestion_per_Incident,Road_Avg_Congestion,Area_Avg_Congestion,Congestion_Deviation
2022-01-15,Jayanagar,Jayanagar 4th Block,14041,52.47910256117534,1.2321870403974784,39.587267360247246,69.64543749202203,1,78.082,38.12451604580269,99.75393555598794,94.01573810744635,205,Rain,No,2022,1,5,Saturday,1,1,15,21711.0,16676.0,18902.14285714286,62.806467935509794,47.15579429351197,58.66905473846611,34.73359265264269,53.52433334796224,46.90412646207813,3.737561609655675,19.793633680123623,76.71299490902342,76.99832386366552,-37.125727548776176
2022-01-16,Jayanagar,Jayanagar 4th Block,28429,40.054701591666266,1.5,95.81335268149112,100.0,1,106.858,28.99865663127001,79.86781691271787,64.21370464637583,87,Clear,No,2022,1,6,Sunday,1,1,16,14041.0,10179.0,18525.714285714286,39.587267360247246,26.938337822070565,57.58783660514257,52.47910256117534,40.30824347895295,46.75480777825144,1.4089381121976245,47.90667634074556,76.71299490902342,76.99832386366552,19.100357772467703
2022-01-19,Jayanagar,Jayanagar 4th Block,35758,39.54795169642381,1.5,100.0,100.0,3,121.516,45.33569188131697,88.738157892902,93.13202355745896,89,Clear,No,2022,1,2,Wednesday,0,1,19,28429.0,16342.0,21132.85714285714,95.81335268149112,46.07800824656617,67.42712444220265,40.054701591666266,39.54830800668156,46.71858750863906,1.1059889170653785,25.0,76.71299490902342,76.99832386366552,23.287005090976578
2022-01-21,Jayanagar,Jayanagar 4th Block,18866,36.93932441250195,1.0825008455344611,60.72385413042719,98.28674777618778,0,87.732,45.54635447711454,76.77086644664088,50.90620205228649,109,Clear,No,2022,1,4,Friday,0,1,21,35758.0,18111.0,23906.571428571428,100.0,58.35005407740261,75.13026612126464,39.54795169642381,55.94191518470949,46.71853660717367,1.9579839082212422,60.72385413042719,76.71299490902342,76.99832386366552,-15.98914077859623
2022-01-22,Jayanagar,Jayanagar 4th Block,35174,40.60481398804936,1.5,100.0,100.0,6,120.348,41.833503978686274,86.99145208669643,83.87658069418424,96,Clear,No,2022,1,5,Saturday,1,1,22,18866.0,21131.0,24014.428571428572,60.72385413042719,69.35472079420164,75.46938041455385,36.93932441250195,44.34249738927012,44.00388078257259,1.1543985326675772,14.285714285714286,76.71299490902342,76.99832386366552,23.287005090976578
2022-01-24,Jayanagar,Jayanagar 4th Block,24526,38.914102767603,1.0738529829389476,78.5954857506052,100.0,1,99.052,61.444809317642594,81.25819656757221,64.39726713379963,100,Clear,No,2022,1,0,Monday,0,1,24,35174.0,28165.0,26020.571428571428,100.0,100.0,79.84727744395363,40.60481398804936,59.92999517432791,43.469926010969616,1.5866469366224822,39.2977428753026,76.71299490902342,76.99832386366552,1.8824908415817845
2022-01-27,Jayanagar,Jayanagar 4th Block,30365,58.20040722017259,1.5,92.93730980732552,100.0,0,110.73,50.99113787108288,81.77379550537285,61.68703960183721,104,Clear,No,2022,1,3,Thursday,0,1,27,24526.0,21711.0,25500.714285714286,78.5954857506052,62.806467935509794,76.78948969404009,38.914102767603,34.73359265264269,40.46765566715178,1.9166937994458288,92.93730980732552,76.71299490902342,76.99832386366552,16.224314898302097
2022-01-30,Jayanagar,Jayanagar 4th Block,33230,20.0,1.5,100.0,100.0,2,116.46,64.46324145382394,78.42934400966695,99.44202706518315,108,Clear,No,2022,1,6,Sunday,1,1,30,30365.0,14041.0,26737.0,92.93730980732552,39.587267360247246,81.09389567572804,58.20040722017259,52.47910256117534,43.82005774822748,0.6018657839301836,33.333333333333336,76.71299490902342,76.99832386366552,23.287005090976578
2022-01-31,Jayanagar,Jayanagar 4th Block,27478,40.71408387718781,1.5,96.42587908237113,100.0,2,104.956,38.13133898657176,86.95024919136358,72.51751928903964,108,Rain,No,2022,1,0,Monday,0,1,31,33230.0,28429.0,29478.285714285714,100.0,95.81335268149112,89.72428605283558,20.0,40.054701591666266,39.18018595377385,1.4816974989878378,32.141959694123706,76.71299490902342,76.99832386366552,19.712884173347703
2022-02-01,Jayanagar,Jayanagar 4th Block,38802,63.14654444472553,1.5,100.0,100.0,3,127.604,57.81800000061326,97.30266834823844,78.78326264987098,87,Fog,No,2022,2,1,Tuesday,0,1,1,27478.0,35758.0,29342.428571428572,96.42587908237113,100.0,89.81178982438985,40.71408387718781,39.54795169642381,39.27438342313407,1.6274043720613764,25.0,76.71299490902342,76.99832386366552,23.287005090976578
2022-02-02,Jayanagar,Jayanagar 4th Block,19972,37.880267727410775,1.1886505460781047,61.12296540720412,96.52184999609749,0,89.944,75.79470610199962,73.72106850360097,99.40620379773176,100,Overcast,No,2022,2,2,Wednesday,0,1,2,38802.0,18866.0,29777.285714285714,100.0,60.72385413042719,89.81178982438986,63.14654444472553,36.93932441250195,42.64561095860575,1.8966687225821537,61.12296540720412,76.71299490902342,76.99832386366552,-15.590029501819302
2022-02-04,Jayanagar,Jayanagar 4th Block,27932,20.0,1.5,86.95652967938321,100.0,3,105.864,69.06101548971802,77.52176303621535,67.11975616479299,101,Fog,No,2022,2,4,Friday,0,1,4,19972.0,35174.0,29935.285714285714,61.12296540720412,100.0,89.86880572107228,37.880267727410775,40.60481398804936,42.78003143216415,0.716024631247315,21.739132419845802,76.71299490902342,76.99832386366552,10.243534770359787
2022-02-05,Jayanagar,Jayanagar 4th Block,32454,43.51477237555699,1.5,99.5256922584303,100.0,3,114.908,60.35717089023742,61.12486025111695,68.76606728865069,104,Overcast,No,2022,2,5,Saturday,1,1,5,27932.0,24526.0,28900.714285714286,86.95652967938321,78.5954857506052,88.00545281812701,20.0,38.914102767603,39.836486576728525,1.3408138403758239,24.881423064607574,76.71299490902342,76.99832386366552,22.812697349406875
2022-02-06,Jayanagar,Jayanagar 4th Block,15112,40.170901605394825,1.0078605930987392,57.96119446947725,80.21609831380884,0,80.224,33.695481559783104,60.28367251097484,84.0125344165187,111,Clear,No,2022,2,6,Sunday,1,1,6,32454.0,30365.0,30033.285714285714,99.5256922584303,92.93730980732552,90.99548231924489,43.51477237555699,58.20040722017259,40.493725092150534,2.6582121231732945,57.96119446947725,76.71299490902342,76.99832386366552,-18.751800439546173
2022-02-10,Jayanagar,Jayanagar 4th Block,16311,51.42372591641568,1.1485083682021575,54.403983320128496,83.80968168450164,0,82.622,38.4456483694223,79.40291636570782,77.04135319857699,110,Overcast,No,2022,2,3,Thursday,0,1,10,15112.0,33230.0,27854.285714285714,57.96119446947725,100.0,85.998894413838,40.170901605394825,20.0,37.91808143289656,3.1527022203675847,54.403983320128496,76.71299490902342,76.99832386366552,-22.309011588894926
2022-02-12,Jayanagar,Jayanagar 4th Block,18837,48.595359435178686,1.193226498077321,61.111413408173725,98.9635369350178,0,87.674,25.075149799822597,71.67468708145599,58.637865914054366,96,Rain,No,2022,2,5,Saturday,1,1,12,16311.0,27478.0,25437.285714285714,54.403983320128496,96.42587908237113,79.48517774528491,51.42372591641568,40.71408387718781,42.40718513524166,2.5797823132759294,61.111413408173725,76.71299490902342,76.99832386366552,-15.601581500849697
2022-02-13,Jayanagar,Jayanagar 4th Block,20320,48.19789994556033,1.0174643714852034,62.46599596273352,100.0,0,90.64,24.09793719557212,98.36096703891864,80.67009232610856,93,Clear,No,2022,2,6,Sunday,1,1,13,18837.0,38802.0,24202.85714285714,61.111413408173725,100.0,74.44025407754245,48.595359435178686,63.14654444472553,43.533081643526074,2.3719438949586777,62.46599596273352,76.71299490902342,76.99832386366552,-14.2469989462899
2022-02-15,Jayanagar,Jayanagar 4th Block,8109,51.276112125924506,1.276030141675519,24.837528920939075,39.70274800989651,0,66.218,35.739595568928024,64.0247990889036,65.48159050014229,207,Clear,No,2022,2,1,Tuesday,0,1,15,20320.0,19972.0,21562.571428571428,62.46599596273352,61.12296540720412,69.07825350079008,48.19789994556033,37.880267727410775,41.39756100078819,6.323358259455483,24.837528920939075,76.71299490902342,76.99832386366552,-51.87546598808434
2022-02-16,Jayanagar,Jayanagar 4th Block,28340,28.6141417485497,1.5,84.63376075010945,100.0,5,106.68,10.0899097868761,64.80637034942488,76.72772723780196,105,Fog,No,2022,2,2,Wednesday,0,1,16,8109.0,27932.0,19867.85714285714,24.837528920939075,86.95652967938321,63.89461971703794,51.276112125924506,20.0,43.311253057718716,1.0096733150511539,14.105626791684907,76.71299490902342,76.99832386366552,7.920765841086023
2022-02-17,Jayanagar,Jayanagar 4th Block,27443,33.540625638866985,1.5,99.96103536351988,100.0,2,104.886,40.02212019451474,86.09056023775081,86.35655984409638,89,Clear,Yes,2022,2,3,Thursday,0,1,17,28340.0,32454.0,19926.14285714286,84.63376075010945,99.5256922584303,63.56279558428454,28.6141417485497,43.51477237555699,44.54184473608296,1.222192385630834,33.3203451211733,76.71299490902342,76.99832386366552,23.24804045449646
2022-02-18,Jayanagar,Jayanagar 4th Block,39242,44.00707719041996,1.5,100.0,100.0,2,128.48399999999998,40.70701877621342,91.28007302375764,89.19762590489205,99,Overcast,No,2022,2,4,Friday,0,1,18,27443.0,15112.0,19210.285714285714,99.96103536351988,57.96119446947725,63.624987456440195,33.540625638866985,40.170901605394825,43.11696663084153,1.1214279901743023,33.333333333333336,76.71299490902342,76.99832386366552,23.287005090976578
2022-02-19,Jayanagar,Jayanagar 4th Block,21510,51.15967006046838,1.1180435440737142,76.36803698669812,100.0,1,93.02,72.84570644744181,73.99581854589594,77.5658695331407,96,Clear,No,2022,2,5,Saturday,1,1,19,39242.0,16311.0,22657.428571428572,100.0,54.403983320128496,69.63053110365773,44.00707719041996,51.42372591641568,43.66499171441655,2.3784132989525046,38.18401849334906,76.71299490902342,76.99832386366552,-0.34495792232530675
2022-02-21,Jayanagar,Jayanagar 4th Block,30217,49.2876016203677,1.5,100.0,100.0,3,110.434,19.53753955643845,95.50252287264766,73.53811961938015,114,Rain,No,2022,2,0,Monday,0,1,21,21510.0,18837.0,23400.14285714286,76.36803698669812,61.111413408173725,72.76825305602482,51.15967006046838,48.595359435178686,43.62726944928122,1.6311216077164412,25.0,76.71299490902342,76.99832386366552,23.287005090976578
2022-02-22,Jayanagar,Jayanagar 4th Block,21742,36.49115910961101,1.105522429978543,62.71473203934569,100.0,0,93.484,77.40093458012667,83.57883212372988,73.55862796890709,102,Overcast,No,2022,2,1,Tuesday,0,1,22,30217.0,20320.0,25025.85714285714,100.0,62.46599596273352,78.32376542628572,49.2876016203677,48.19789994556033,43.726161190022516,1.6783717739679427,62.71473203934569,76.71299490902342,76.99832386366552,-13.998262869677731
2022-02-23,Jayanagar,Jayanagar 4th Block,25501,34.387706247980226,1.5,81.39637457843935,100.0,3,101.002,16.976474545374312,70.89868736132384,91.58926500925796,95,Clear,No,2022,2,2,Wednesday,0,1,23,21742.0,8109.0,25229.0,62.71473203934569,24.837528920939075,78.35929915151603,36.49115910961101,51.276112125924506,42.05376964202975,1.348484618171061,20.349093644609837,76.71299490902342,76.99832386366552,4.6833796694159275
2022-02-25,Jayanagar,Jayanagar 4th Block,17834,52.69968731335223,1.2937948161289614,56.79014295529252,84.35880878576235,0,85.668,44.73536356429471,87.5985742850545,66.73676632896395,106,Fog,No,2022,2,4,Friday,0,1,25,25501.0,28340.0,27713.571428571428,81.39637457843935,84.63376075010945,86.43913424544463,34.387706247980226,28.6141417485497,39.641140230894855,2.9550121853399256,56.79014295529252,76.71299490902342,76.99832386366552,-19.922851953730905
2022-02-26,Jayanagar,Jayanagar 4th Block,9531,49.565998486985016,1.0650608872759602,38.85691965565431,49.52267795597169,0,69.062,68.11751349469695,76.76996997275863,59.69969781116986,191,Clear,No,2022,2,5,Saturday,1,1,26,17834.0,27443.0,26212.714285714286,56.79014295529252,99.96103536351988,82.46147456047079,52.69968731335223,33.540625638866985,43.08193245443807,5.200503461020356,38.85691965565431,76.71299490902342,76.99832386366552,-37.85607525336911
2022-02-28,Jayanagar,Jayanagar 4th Block,22281,34.4745280812989,1.2381422890041247,81.71409057997789,100.0,1,94.562,58.67479755123088,64.22898241724539,83.24038792901223,93,Overcast,Yes,2022,2,0,Monday,0,1,28,9531.0,39242.0,23653.85714285714,38.85691965565431,100.0,73.73231517363286,49.565998486985016,44.00707719041996,45.37127143274065,1.547261257632014,40.857045289988946,76.71299490902342,76.99832386366552,5.00109567095447
2022-03-01,Jayanagar,Jayanagar 4th Block,16935,52.04129848049276,1.3109208592575672,65.59214192000103,86.6429551396434,0,83.87,42.22703229725284,74.57639463981613,67.65023754859182,104,Rain,No,2022,3,1,Tuesday,0,1,1,22281.0,21510.0,21230.85714285714,81.71409057997789,76.36803698669812,71.12004239934399,34.4745280812989,51.15967006046838,44.00947870286621,3.0730025674929298,65.59214192000103,76.71299490902342,76.99832386366552,-11.120852989022396
2022-03-02,Jayanagar,Jayanagar 4th Block,23911,60.75137321087912,1.1005230748568626,73.02734406950825,100.0,3,97.822,51.16603720982884,82.82758646307391,74.21330990548627,101,Clear,No,2022,3,2,Wednesday,0,1,2,16935.0,30217.0,20577.285714285714,65.59214192000103,100.0,69.58062881838725,52.04129848049276,49.2876016203677,44.13542562001255,2.5407290874860573,18.25683601737706,76.71299490902342,76.99832386366552,-3.6856508395151764
2022-03-05,Jayanagar,Jayanagar 4th Block,30093,45.57801007541919,1.5,95.23955819153474,100.0,1,110.186,52.85163545062019,66.66182354375205,76.43149187683096,103,Clear,Yes,2022,3,5,Saturday,1,1,5,23911.0,21742.0,19676.428571428572,73.02734406950825,62.71473203934569,65.72739225688842,60.75137321087912,36.49115910961101,45.773107275799894,1.5145718298414645,47.61977909576737,76.71299490902342,76.99832386366552,18.52656328251132
2022-03-06,Jayanagar,Jayanagar 4th Block,16843,47.95140979337417,1.363554976154587,50.44378472045703,81.26093614291774,0,83.686,10.978719907995533,90.87221873912938,93.75172656226292,103,Clear,No,2022,3,6,Sunday,1,1,6,30093.0,25501.0,20869.428571428572,95.23955819153474,81.39637457843935,70.37379599291543,45.57801007541919,34.387706247980226,47.07122884234392,2.846963711534416,50.44378472045703,76.71299490902342,76.99832386366552,-26.26921018856639
2022-03-07,Jayanagar,Jayanagar 4th Block,17468,50.568747223681456,1.1798901642368425,59.101915785039786,83.34231878176286,1,84.936,15.654544971204054,75.4916469470132,80.01012735462903,100,Clear,No,2022,3,0,Monday,0,1,7,16843.0,17834.0,19632.571428571428,50.44378472045703,56.79014295529252,65.9519974417751,47.95140979337417,52.69968731335223,49.0089007774002,2.8949362962950227,29.550957892519893,76.71299490902342,76.99832386366552,-17.611079123983636
2022-03-08,Jayanagar,Jayanagar 4th Block,19696,51.48252656325869,1.3780759044508026,67.82342559274906,96.02626866652896,2,89.392,58.69481510032552,96.97265420029716,85.61970142364609,96,Clear,No,2022,3,1,Tuesday,0,1,8,17468.0,9531.0,19580.285714285714,59.101915785039786,38.85691965565431,66.28225070316758,50.568747223681456,49.565998486985016,48.70448076459009,2.613856953861631,22.607808530916355,76.71299490902342,76.99832386366552,-8.889569316274361
2022-03-10,Jayanagar,Jayanagar 4th Block,26533,23.44292425083085,1.5,96.06728012444614,100.0,2,103.066,50.677437128852745,80.23933316628253,69.93206675981921,86,Clear,Yes,2022,3,3,Thursday,0,1,10,19696.0,22281.0,21032.428571428572,67.82342559274906,81.71409057997789,70.4203229798954,51.48252656325869,34.4745280812989,48.978270489772044,0.8835383956141728,32.022426708148714,76.71299490902342,76.99832386366552,19.35428521542272
2022-03-15,Jayanagar,Jayanagar 4th Block,35353,32.79946492628305,1.5,100.0,100.0,5,120.706,49.27770761378805,81.34034344538054,91.17265268796604,108,Fog,No,2022,3,1,Tuesday,0,1,15,26533.0,16935.0,21639.85714285714,96.06728012444614,65.59214192000103,72.47077862910514,23.44292425083085,52.04129848049276,47.402327085419465,0.9277703427229104,16.666666666666668,76.71299490902342,76.99832386366552,23.287005090976578
2022-03-16,Jayanagar,Jayanagar 4th Block,39022,37.09169810688752,1.5,100.0,100.0,0,128.04399999999998,45.55034263311956,99.93227721527953,84.74826344093195,94,Fog,Yes,2022,3,2,Wednesday,0,1,16,35353.0,23911.0,24271.0,100.0,73.02734406950825,77.38618692624786,32.79946492628305,60.75137321087912,44.65349372053236,0.950532984134271,100.0,76.71299490902342,76.99832386366552,23.287005090976578
2022-03-18,Jayanagar,Jayanagar 4th Block,35692,48.13473161325237,1.5,100.0,100.0,1,121.384,58.73844327103732,62.11298577936547,90.85424734598249,111,Clear,No,2022,3,4,Friday,0,1,18,39022.0,30093.0,26429.714285714286,100.0,95.23955819153474,81.23942348774668,37.09169810688752,45.57801007541919,41.273540134247845,1.3486140203197459,50.0,76.71299490902342,76.99832386366552,23.287005090976578
2022-03-21,Jayanagar,Jayanagar 4th Block,25978,32.74277368387865,1.5,79.55898409125166,100.0,3,101.956,50.65327643665772,79.34721783031466,86.44170735611517,98,Clear,No,2022,3,0,Monday,0,1,21,35692.0,16843.0,27229.571428571428,100.0,50.44378472045703,81.91948660324172,48.13473161325237,47.95140979337417,41.638786068224015,1.2604039450257392,19.889746022812915,76.71299490902342,76.99832386366552,2.8459891822282373
2022-03-25,Jayanagar,Jayanagar 4th Block,18101,47.09979280757783,1.0733857015875394,63.918048646206046,93.13881259783562,0,86.202,70.31428243718833,66.02929629185881,63.94187917888042,84,Clear,No,2022,3,4,Friday,0,1,25,25978.0,17468.0,28534.571428571428,79.55898409125166,59.101915785039786,86.07880079906951,32.74277368387865,50.568747223681456,39.46612376686751,2.6020547377259726,63.918048646206046,76.71299490902342,76.99832386366552,-12.794946262817376
2022-03-26,Jayanagar,Jayanagar 4th Block,9586,45.52961089914612,1.1565107421627785,30.35602441699534,52.61901717114038,1,69.172,49.38914037597473,98.98436843452969,84.4433242212778,221,Fog,No,2022,3,5,Saturday,1,1,26,18101.0,19696.0,28625.0,63.918048646206046,67.82342559274906,86.76681977923613,47.09979280757783,51.48252656325869,38.970558850281286,4.7495942936726605,15.17801220849767,76.71299490902342,76.99832386366552,-46.35697049202808
2022-03-27,Jayanagar,Jayanagar 4th Block,41662,45.20979605147626,1.5,100.0,100.0,1,133.324,70.18960303409642,91.11248573775669,62.261497911583945,108,Clear,Yes,2022,3,6,Sunday,1,1,27,9586.0,26533.0,27180.714285714286,30.35602441699534,96.06728012444614,81.41433389698558,45.52961089914612,23.44292425083085,38.12014232683663,1.0851566427794215,50.0,76.71299490902342,76.99832386366552,23.287005090976578
2022-03-28,Jayanagar,Jayanagar 4th Block,31168,42.61348563373434,1.5,100.0,100.0,2,112.336,57.03692983464384,63.9784638980876,69.02879706890535,108,Clear,No,2022,3,0,Monday,0,1,28,41662.0,35353.0,29342.0,100.0,100.0,81.97615102206473,45.20979605147626,32.79946492628305,41.22969544121454,1.3672191232589304,33.333333333333336,76.71299490902342,76.99832386366552,23.287005090976578
2022-03-29,Jayanagar,Jayanagar 4th Block,26843,27.815767603151563,1.5,96.03008937805056,100.0,2,103.686,63.99195432575098,76.46046411596842,59.19228634446489,120,Overcast,No,2022,3,1,Tuesday,0,1,29,31168.0,39022.0,28744.14285714286,100.0,100.0,81.97615102206473,42.61348563373434,37.09169810688752,42.631698399421865,1.0362391537142481,32.01002979268352,76.71299490902342,76.99832386366552,19.31709446902714
2022-03-30,Jayanagar,Jayanagar 4th Block,32148,33.1927770981822,1.5,100.0,100.0,1,114.296,79.3981304134728,69.76547283227626,59.927620176854646,101,Clear,No,2022,3,2,Wednesday,0,1,30,26843.0,35692.0,27004.285714285714,96.03008937805056,100.0,81.4090209332148,27.815767603151563,48.13473161325237,41.306565470316734,1.0324989765516421,50.0,76.71299490902342,76.99832386366552,23.287005090976578
2022-03-31,Jayanagar,Jayanagar 4th Block,28347,38.19672612576052,1.5,86.56563856353343,100.0,2,106.694,38.79258877762887,84.11378987145403,99.99025720669007,100,Clear,Yes,2022,3,3,Thursday,0,1,31,32148.0,25978.0,26498.0,100.0,79.55898409125166,81.4090209332148,33.1927770981822,32.74277368387865,39.172000539592425,1.3474697895989176,28.85521285451114,76.71299490902342,76.99832386366552,9.852643654510004
2022-04-01,Jayanagar,Jayanagar 4th Block,23322,49.348863403635846,1.1093318332498652,80.54694692595473,100.0,2,96.644,78.94061582413899,96.44543080520332,51.44963724994899,108,Clear,No,2022,4,4,Friday,0,2,1,28347.0,18101.0,26836.428571428572,86.56563856353343,63.918048646206046,82.4099715721122,38.19672612576052,47.09979280757783,39.95113660271841,2.115979049980098,26.848982308651575,76.71299490902342,76.99832386366552,3.833952016931306
2022-04-03,Jayanagar,Jayanagar 4th Block,26387,42.19776519477698,1.5,93.26047072628728,100.0,2,102.774,72.09993990859007,61.96977605633157,56.81926964668384,83,Clear,No,2022,4,6,Sunday,1,2,3,23322.0,9586.0,27582.285714285714,80.54694692595473,30.35602441699534,84.78552846921916,49.348863403635846,45.52961089914612,40.27243240215527,1.599187675551483,31.086823575429094,76.71299490902342,76.99832386366552,16.54747581726386
2022-04-04,Jayanagar,Jayanagar 4th Block,28358,32.337870495935086,1.5,90.21354486306254,100.0,2,106.716,30.99940293875978,61.94133802918676,87.21404696470822,108,Rain,No,2022,4,0,Monday,0,2,4,26387.0,41662.0,29982.428571428572,93.26047072628728,100.0,93.77187794197515,42.19776519477698,45.20979605147626,39.796454444388246,1.1403438358112379,30.071181621020845,76.71299490902342,76.99832386366552,13.500549954039116
2022-04-05,Jayanagar,Jayanagar 4th Block,8307,57.90180638778603,1.295286720054528,25.724904108499565,37.244079223318415,1,66.614,74.54843051728525,62.03896143166646,73.96626388857578,209,Clear,No,2022,4,1,Tuesday,0,2,5,28358.0,31168.0,28081.85714285714,90.21354486306254,100.0,92.37381292241264,32.337870495935086,42.61348563373434,37.95760793645379,6.970242733572412,12.862452054249783,76.71299490902342,76.99832386366552,-50.98809080052386
2022-04-06,Jayanagar,Jayanagar 4th Block,7011,45.30423680042477,1.072193203227253,28.37168149897324,32.0995132623253,1,64.022,45.827943246378815,97.3546815940528,51.86758174079064,200,Clear,No,2022,4,2,Wednesday,0,2,6,8307.0,26843.0,24816.0,25.724904108499565,96.03008937805056,81.76308493791258,57.90180638778603,27.815767603151563,40.141653758461175,6.4618794466445255,14.18584074948662,76.71299490902342,76.99832386366552,-48.341313410050184
2022-04-10,Jayanagar,Jayanagar 4th Block,30673,44.41066551451931,1.5,100.0,100.0,4,111.346,32.796671259466585,61.21933041245552,51.03839433551956,97,Overcast,No,2022,4,6,Sunday,1,2,10,7011.0,32148.0,21982.85714285714,28.37168149897324,100.0,72.0975980980444,45.30423680042477,33.1927770981822,42.64000650092878,1.4478748578397715,20.0,76.71299490902342,76.99832386366552,23.287005090976578
2022-04-12,Jayanagar,Jayanagar 4th Block,38046,45.21494986407439,1.5,100.0,100.0,3,126.092,28.7136293688165,62.52897357002534,89.77254790887937,104,Clear,Yes,2022,4,1,Tuesday,0,2,12,30673.0,28347.0,21772.14285714286,100.0,86.56563856353343,72.0975980980444,44.41066551451931,38.19672612576052,44.24256198897693,1.188428477739431,25.0,76.71299490902342,76.99832386366552,23.287005090976578
2022-04-15,Jayanagar,Jayanagar 4th Block,23573,48.816370677020345,1.3620535499376742,72.58954032581059,100.0,0,97.146,28.44383640000321,67.99441189096795,50.699670508523134,107,Fog,No,2022,4,4,Friday,0,2,15,38046.0,23322.0,23157.714285714286,100.0,80.54694692595473,74.0167925889682,45.21494986407439,49.348863403635846,45.24516538016463,2.0708594865744856,72.58954032581059,76.71299490902342,76.99832386366552,-4.123454583212833
2022-04-16,Jayanagar,Jayanagar 4th Block,21171,54.559380601783104,1.2022166893718955,74.45463757646274,100.0,1,92.342,38.05687110210248,63.01030405232823,77.26055394087001,107,Overcast,No,2022,4,5,Saturday,1,2,16,23573.0,26387.0,23193.571428571428,72.58954032581059,93.26047072628728,72.88002021751903,48.816370677020345,42.19776519477698,45.169094990648134,2.577080940993959,37.22731878823137,76.71299490902342,76.99832386366552,-2.258357332560678
2022-04-18,Jayanagar,Jayanagar 4th Block,10402,41.5563666932314,1.2861128525308707,41.889231130536736,47.10582687713156,1,70.804,79.32784572643753,70.10477842407099,73.57681937891223,194,Overcast,No,2022,4,0,Monday,0,2,18,21171.0,28358.0,22448.428571428572,74.45463757646274,90.21354486306254,70.19347262468696,54.559380601783104,32.337870495935086,46.93504004879186,3.995036213538878,20.944615565268368,76.71299490902342,76.99832386366552,-34.823763778486686
2022-04-20,Jayanagar,Jayanagar 4th Block,16632,26.744878910152902,1.2855565877312451,45.70244251123267,81.31785383439879,1,83.26400000000001,61.22179815099236,92.47243077756778,89.16178594389811,105,Windy,No,2022,4,2,Wednesday,0,2,20,10402.0,8307.0,19883.285714285714,41.889231130536736,25.724904108499565,63.28999923432612,41.5563666932314,57.90180638778603,48.25196807697705,1.6080374525103955,22.851221255616334,76.71299490902342,76.99832386366552,-31.010552397790754
2022-04-22,Jayanagar,Jayanagar 4th Block,30044,33.77220472720661,1.5,93.10488939357724,100.0,4,110.088,19.09684328538447,65.21296454240485,84.05885480352637,96,Clear,No,2022,4,4,Friday,0,2,22,16632.0,7011.0,21072.571428571428,45.70244251123267,28.37168149897324,66.14393329185943,26.744878910152902,45.30423680042477,43.80097843731518,1.1240914900548067,18.620977878715447,76.71299490902342,76.99832386366552,16.391894484553816
2022-04-23,Jayanagar,Jayanagar 4th Block,26613,59.87200767392342,1.5,96.96970812862016,100.0,1,103.226,53.68199060209696,77.56378486287502,74.33050218446911,86,Windy,No,2022,4,5,Saturday,1,2,23,30044.0,30673.0,24363.0,93.10488939357724,100.0,75.39153441966,33.77220472720661,44.41066551451931,42.1535452839983,2.249727865100643,48.48485406431008,76.71299490902342,76.99832386366552,20.256713219596733
2022-04-24,Jayanagar,Jayanagar 4th Block,37747,36.14232644502356,1.5,100.0,100.0,1,125.494,28.32530007718952,65.03911443276674,61.20660898300393,93,Overcast,No,2022,4,6,Sunday,1,2,24,26613.0,38046.0,23783.0,96.96970812862016,100.0,74.95863558089145,59.87200767392342,45.21494986407439,44.36230844962745,0.9574887128784688,50.0,76.71299490902342,76.99832386366552,23.287005090976578
2022-04-25,Jayanagar,Jayanagar 4th Block,27053,61.980404568174265,1.5,99.59361469636688,100.0,4,104.106,66.99591296511497,75.553460681896,92.54654137166204,104,Rain,No,2022,4,0,Monday,0,2,25,37747.0,23573.0,23740.285714285714,100.0,72.58954032581059,74.95863558089145,36.14232644502356,48.816370677020345,43.06621938976305,2.291073247631474,19.918722939273376,76.71299490902342,76.99832386366552,22.880619787343463
2022-04-26,Jayanagar,Jayanagar 4th Block,17351,42.35526215903089,1.093303056581599,60.68320450568264,86.30867733503564,0,84.702,18.565538013621698,92.084657886516,89.2047350289924,81,Fog,No,2022,4,1,Tuesday,0,2,26,27053.0,21171.0,24237.428571428572,99.59361469636688,74.45463757646274,78.81636049097092,61.980404568174265,54.559380601783104,44.94679565992789,2.4410847881407927,60.68320450568264,76.71299490902342,76.99832386366552,-16.029790403340783
2022-04-28,Jayanagar,Jayanagar 4th Block,9720,40.923394214340654,1.135776882294954,24.873836641347584,50.05693868383918,1,69.44,29.56997037593986,98.87388217123154,58.93881437752436,200,Overcast,No,2022,4,3,Thursday,0,2,28,17351.0,10402.0,23691.714285714286,60.68320450568264,41.889231130536736,76.84901290943091,42.35526215903089,41.5563666932314,43.203350168106155,4.2102257422161165,12.436918320673792,76.71299490902342,76.99832386366552,-51.83915826767584
